优先级,优先原因,源文件,相对路径,SHA256,别名路径数,别名路径
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf,2d3241609565329fe0b7fd82cbd265cabbd353414dd10b2f37c8743d4e789436,4,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf | 10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf | 10_政策与目录/政策数据库/企策顾问/申报通知/绍兴市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf | 10_政策与目录/政策数据库/企策顾问/申报通知/金华市/综合政策/2026-03-16__浙江省财政厅等五部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知__e5952a9b33f7441cbbc24478566d3dbb/附件/财政部办公厅等3部门关于开展2026年县域充换电设施补短板试点申报有关工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-05-18__宁波市财政局宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则__6085d828af7d405abceaa70e3976abfc/附件/宁波市财政局 宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-05-18__宁波市财政局宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则__6085d828af7d405abceaa70e3976abfc/附件/宁波市财政局 宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则.pdf,481d91f17700ee6196d150193c43a22d22bb02eb1f581b29e7d8d2b78de63240,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/综合政策/2026-05-18__宁波市财政局宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则__6085d828af7d405abceaa70e3976abfc/附件/宁波市财政局 宁波市发展和改革委员会关于支持会计服务业高质量发展专项政策的实施细则.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件1：2025世界互联网大会领先科技奖申报通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件1：2025世界互联网大会领先科技奖申报通知.pdf,3db90043b1d12e2dee4b2816d3e8e5c4c60052ce34519b3b43f2428810f0486c,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件1：2025世界互联网大会领先科技奖申报通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件2：2024年世界互联网大会领先科技奖获奖项目名单.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件2：2024年世界互联网大会领先科技奖获奖项目名单.pdf,d8bb4acbac0090e3bdc7fb0b30dad1082cb2e60429697f53452ea7249c04ee89,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2025-03-21__关于组织推荐申报2025年世界互联网大会领先科技奖项目的通知__077e23ece6ea4fe0af19adc00888f2df/附件/附件2：2024年世界互联网大会领先科技奖获奖项目名单.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件5： 关于公布宁波市第一批高质量数据集建设揭榜挂帅入围单位的通知（甬经信数智〔2026〕53号）.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件5： 关于公布宁波市第一批高质量数据集建设揭榜挂帅入围单位的通知（甬经信数智〔2026〕53号）.pdf,1aceebd4d6a47b3eefd1e44afef18356c70e8298698122616487f25ecfad2e59,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件5： 关于公布宁波市第一批高质量数据集建设揭榜挂帅入围单位的通知（甬经信数智〔2026〕53号）.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件6：关于印发《宁波市高质量数据集建设评价体系指引（试行）》的通知（甬经信数智〔2026〕9号）.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件6：关于印发《宁波市高质量数据集建设评价体系指引（试行）》的通知（甬经信数智〔2026〕9号）.pdf,116862db21d64bb82ac390e59a8fb3b3ee5145fd414a8e2ca833249e686cc298,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/软件与数字经济/2026-06-15__关于开展宁波市第一批高质量数据集建设揭榜挂帅验收工作的通知__5b7c4db73c154b628f637c61e3ea55d3/附件/附件6：关于印发《宁波市高质量数据集建设评价体系指引（试行）》的通知（甬经信数智〔2026〕9号）.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/高新/2025-04-24__转发《关于组织开展2025年度高新技术企业认定工作的通知》的通知__99becf511c3d4ffd8a73b4226cc1e3e7/附件/甬高企认领办[2025]2号关于组织开展2025年度高新技术企业认定工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/高新/2025-04-24__转发《关于组织开展2025年度高新技术企业认定工作的通知》的通知__99becf511c3d4ffd8a73b4226cc1e3e7/附件/甬高企认领办[2025]2号关于组织开展2025年度高新技术企业认定工作的通知.pdf,827322847d28f2de56415812c53c23f27f7bac154150333022d0471363da27a5,1,10_政策与目录/政策数据库/企策顾问/申报通知/宁波市/高新/2025-04-24__转发《关于组织开展2025年度高新技术企业认定工作的通知》的通知__99becf511c3d4ffd8a73b4226cc1e3e7/附件/甬高企认领办[2025]2号关于组织开展2025年度高新技术企业认定工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/人才项目/2025-07-18__杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知__0546ab2264294776a3b489207789808f/附件/杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/人才项目/2025-07-18__杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知__0546ab2264294776a3b489207789808f/附件/杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知.pdf,fed8edff8281ea03e2518dab9c7f79fb23e8cf925e3d091ba76f93262d7e6ccf,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/人才项目/2025-07-18__杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知__0546ab2264294776a3b489207789808f/附件/杭州市科学技术局关于做好2025年度杭州市自然科学研究（实验技术）人员中级职称评审和副高级资格推荐工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-07-04__关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知__5fd6942a33f448018dc51ce445ce8fd3/附件/关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-07-04__关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知__5fd6942a33f448018dc51ce445ce8fd3/附件/关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知.pdf,9d8c1bddbfedb21c8c36708f15916fb729e8d67a4ed263df8befecb6d4315025,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-07-04__关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知__5fd6942a33f448018dc51ce445ce8fd3/附件/关于开展杭州市农业与社会发展领域重点科研项目2025年中期检查工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 23794-2023 企业信用评价指标.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 23794-2023 企业信用评价指标.pdf,8f90b8a82fe4e6ac5553168c6b99a44ab937dee71b4d3242a6099855fcf25fc3,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 23794-2023 企业信用评价指标.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 31950-2023 企业诚信管理体系 要求.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 31950-2023 企业诚信管理体系 要求.pdf,cfca072d4065621cf957ed66b65e6868575349dd13f58e8ec0ff354e9b4dedce,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-09-04__2025年度“杭州市信用管理示范企业”开始申报啦__2407a4945bfb4902abff2cccddcdcf91/附件/GB T 31950-2023 企业诚信管理体系 要求.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-11-17__关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）__5298045039a74c47b728e47428e72c1a/附件/附件：杭州市经信局（市数字经济局）关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-11-17__关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）__5298045039a74c47b728e47428e72c1a/附件/附件：杭州市经信局（市数字经济局）关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）.pdf,c86af9e8b6453bd07909d862caab867f192587b9e5d2a2d471437a14cbcfbb18,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2025-11-17__关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）__5298045039a74c47b728e47428e72c1a/附件/附件：杭州市经信局（市数字经济局）关于组织开展2025年杭州市生物医药及合成生物产业高质量发展专项申报工作的通知（第二批）.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2026-05-19__通知_关于组织开展2026年度省级工业设计中心认定和复核的通知__3e1dfda874a84e088562ead6e4e0f680/附件/【浙江省经信厅】关于组织开展2026年度省级工业设计中心认定和复核的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2026-05-19__通知_关于组织开展2026年度省级工业设计中心认定和复核的通知__3e1dfda874a84e088562ead6e4e0f680/附件/【浙江省经信厅】关于组织开展2026年度省级工业设计中心认定和复核的通知.pdf,fd27f9399b6a1d8a08926a9499a3fa0c955ba409f11bf123924e41522d3a6ffb,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/综合政策/2026-05-19__通知_关于组织开展2026年度省级工业设计中心认定和复核的通知__3e1dfda874a84e088562ead6e4e0f680/附件/【浙江省经信厅】关于组织开展2026年度省级工业设计中心认定和复核的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-05-27__杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知__9b8c1cd5709349228788653f586048ec/附件/杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-05-27__杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知__9b8c1cd5709349228788653f586048ec/附件/杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知.pdf,cf1d82f48f0dbca60530d9284250f2e94cddd3512fea938f0cbe043bfce8bd69,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-05-27__杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知__9b8c1cd5709349228788653f586048ec/附件/杭州市科学技术局关于开展2022年人工智能重大科技创新项目政策兑现工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-28__杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知__88d95c56a71040648c093386c824ee1f/附件/杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知（杭经信人事【2025】76号）.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-28__杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知__88d95c56a71040648c093386c824ee1f/附件/杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知（杭经信人事【2025】76号）.pdf,7cc243cac6b1d628483bb5457538158a3c42badba6b6b540b69f3c2113ccde1d,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-28__杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知__88d95c56a71040648c093386c824ee1f/附件/杭州市经济和信息化局（杭州市数字经济局）关于做好2025年度杭州市制造业专业工程师资格评审工作的通知（杭经信人事【2025】76号）.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-31__市经信局（市数字经济局）市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知__b6e498bb51d3483c946993cbf30260ff/附件/市经信局（市数字经济局） 市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-31__市经信局（市数字经济局）市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知__b6e498bb51d3483c946993cbf30260ff/附件/市经信局（市数字经济局） 市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知.pdf,4234b442c0f6867348513af8304fa040d751d25602f662e9b7077325b1c12759,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-07-31__市经信局（市数字经济局）市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知__b6e498bb51d3483c946993cbf30260ff/附件/市经信局（市数字经济局） 市市场监管局关于组织开展2025年杭州市合成生物产业高质量发展专项申报工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-07__杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知__4c86f25a17fb4ed88bd5cca361f4467e/附件/杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-07__杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知__4c86f25a17fb4ed88bd5cca361f4467e/附件/杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知.pdf,754165f261abbc7cc8b1d6e324821f2a77cc089ce4f6b65d3643e7a0bd352f76,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-07__杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知__4c86f25a17fb4ed88bd5cca361f4467e/附件/杭州市经济和信息化局（杭州市数字经济局）关于开展2025年度杭州市化工轻纺专业高级工程师职务任职资格评审工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-11__杭州市经济和信息化局（杭州市数字经济局）关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知__c4c6727535bd48a3b046296a0cf3e664/附件/杭州市经济和信息化局关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-11__杭州市经济和信息化局（杭州市数字经济局）关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知__c4c6727535bd48a3b046296a0cf3e664/附件/杭州市经济和信息化局关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知.pdf,16764c32a4a2f4077c98b111ae1cdfaf896dbd8ac16677a3f8a1a0c42ea08fc8,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/软件与数字经济/2025-08-11__杭州市经济和信息化局（杭州市数字经济局）关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知__c4c6727535bd48a3b046296a0cf3e664/附件/杭州市经济和信息化局关于做好2025下半年度杭州市制造业领域国际职业资格比照认定职称工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首台套/2025-12-24__关于开展杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知__d94d089e243b441faf73ea0de698edb2/附件/关于开展2025年杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知 (1).pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首台套/2025-12-24__关于开展杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知__d94d089e243b441faf73ea0de698edb2/附件/关于开展2025年杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知 (1).pdf,61eb8c5b2de13a77f4033548202e0d9326fee8956eb8772cb8503276165996cf,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首台套/2025-12-24__关于开展杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知__d94d089e243b441faf73ea0de698edb2/附件/关于开展2025年杭州市市级首台（套）装备保险补偿和应用奖励申报工作的通知 (1).pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首批次/2025-09-26__市经信局（市数字经济局）关于开展2025年杭州市首批次新材料应用奖励申报工作的通知__6a3ba91a9ec64f89995de695e1e060f5/附件/关于开展2025年杭州市首批次新材料应用奖励申报工作的通知（盖章版）.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首批次/2025-09-26__市经信局（市数字经济局）关于开展2025年杭州市首批次新材料应用奖励申报工作的通知__6a3ba91a9ec64f89995de695e1e060f5/附件/关于开展2025年杭州市首批次新材料应用奖励申报工作的通知（盖章版）.pdf,37a6c2ac0688a5bf4a3da17105993b1fb1c3a26be85f3dedcef3ec94b8e36a0a,1,10_政策与目录/政策数据库/企策顾问/申报通知/杭州市/首批次/2025-09-26__市经信局（市数字经济局）关于开展2025年杭州市首批次新材料应用奖励申报工作的通知__6a3ba91a9ec64f89995de695e1e060f5/附件/关于开展2025年杭州市首批次新材料应用奖励申报工作的通知（盖章版）.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/绍兴市/综合政策/2025-11-05__关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知__ea8a2972fbc042dc8177ab52ff2bb31c/附件/关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/绍兴市/综合政策/2025-11-05__关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知__ea8a2972fbc042dc8177ab52ff2bb31c/附件/关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知.pdf,4e387513274d963ce3255f6fa73d56c38b3ee17c0f1e6b72f282aac721487205,1,10_政策与目录/政策数据库/企策顾问/申报通知/绍兴市/综合政策/2025-11-05__关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知__ea8a2972fbc042dc8177ab52ff2bb31c/附件/关于开展专利申请预审服务备案主体预备案及代理机构预登记工作的通知.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/金华市/人才项目/2025-07-28__金华市科学技术局关于开展2025年度自然科学研究系列中、高级专业技术职务任职资格申报工作的通知__7dc3acc858784144871d73c09e343fdd/附件/浙江省人力资源和社会保障厅 浙江省科学技术厅关于印发《浙江省自然科学研究系列中、高级专业技术资格评价条件（试行）》的通知浙江省人力资源和社会保障厅 浙江省科学技术厅关于印.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/金华市/人才项目/2025-07-28__金华市科学技术局关于开展2025年度自然科学研究系列中、高级专业技术职务任职资格申报工作的通知__7dc3acc858784144871d73c09e343fdd/附件/浙江省人力资源和社会保障厅 浙江省科学技术厅关于印发《浙江省自然科学研究系列中、高级专业技术资格评价条件（试行）》的通知浙江省人力资源和社会保障厅 浙江省科学技术厅关于印.pdf,9faff3b4dc6325d396f82c9f4422cef13092afbb5a34445421d718e127cad723,1,10_政策与目录/政策数据库/企策顾问/申报通知/金华市/人才项目/2025-07-28__金华市科学技术局关于开展2025年度自然科学研究系列中、高级专业技术职务任职资格申报工作的通知__7dc3acc858784144871d73c09e343fdd/附件/浙江省人力资源和社会保障厅 浙江省科学技术厅关于印发《浙江省自然科学研究系列中、高级专业技术资格评价条件（试行）》的通知浙江省人力资源和社会保障厅 浙江省科学技术厅关于印.pdf
P0,2025—2026年申报通知,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/申报通知/金华市/综合政策/2025-02-10__金华市科学技术局关于申报2023年度市区企业研发投入补助的通知__f8944096a3bf4708bfbaff75f1d2fb35/附件/金华市科学技术局关于申报2023年度市区企业研发投入补助的通知.pdf,10_政策与目录/政策数据库/企策顾问/申报通知/金华市/综合政策/2025-02-10__金华市科学技术局关于申报2023年度市区企业研发投入补助的通知__f8944096a3bf4708bfbaff75f1d2fb35/附件/金华市科学技术局关于申报2023年度市区企业研发投入补助的通知.pdf,c09b302bc90495170c96023f133a46a9392c393c85134c87a06b240474ec8240,1,10_政策与目录/政策数据库/企策顾问/申报通知/金华市/综合政策/2025-02-10__金华市科学技术局关于申报2023年度市区企业研发投入补助的通知__f8944096a3bf4708bfbaff75f1d2fb35/附件/金华市科学技术局关于申报2023年度市区企业研发投入补助的通知.pdf
P0,管理办法或认定规则,/Volumes/知识库/_云端知识库/10_政策与目录/浙江省经济和信息化厅 浙江省财政厅关于组织实施生产制造方式转型示范项目计划的通知/关于印发《嘉兴市首批次新材料认定管理办法》的通知（嘉经信产业〔2024〕11号）.pdf.pdf,10_政策与目录/浙江省经济和信息化厅 浙江省财政厅关于组织实施生产制造方式转型示范项目计划的通知/关于印发《嘉兴市首批次新材料认定管理办法》的通知（嘉经信产业〔2024〕11号）.pdf.pdf,fa1dee39586c08b96a4ecf69ee5c9fd11e187767121452a0e17fb5a04417530e,1,10_政策与目录/浙江省经济和信息化厅 浙江省财政厅关于组织实施生产制造方式转型示范项目计划的通知/关于印发《嘉兴市首批次新材料认定管理办法》的通知（嘉经信产业〔2024〕11号）.pdf.pdf
P0,管理办法或认定规则,/Volumes/知识库/_云端知识库/10_政策与目录/综合政策/04-杭州市企业高新技术研究开发中心管理办法.pdf,10_政策与目录/综合政策/04-杭州市企业高新技术研究开发中心管理办法.pdf,f5bbdd35c6457aa26d51e85ac263db6c69dd147bea39f889a7b1f754be35e06c,1,10_政策与目录/综合政策/04-杭州市企业高新技术研究开发中心管理办法.pdf
